year,vcnaics3,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1981,813,151890,158157,1435505,1423809,10111,6.482,5755,3.690,216369,55679,160690,3.911,15.196,193147,32825,160322,2.305,13.566,23222,1.631,27.131,3500,3524,13763
1982,211,7406,9465,183081,173388,1744,19.125,1052,11.536,52456,19174,33282,11.058,30.254,33142,13077,20065,7.542,19.114,19314,11.139,38.229,599,613,3679
1982,212,7247,9716,412362,423910,1373,14.170,1320,13.623,62608,24561,38047,5.794,14.769,85792,26473,59319,6.245,20.238,-23184,-5.469,29.538,843,846,10051
1982,213,11955,13653,426792,394752,3626,28.640,1641,12.962,151087,57207,93880,14.492,38.274,87505,36623,50882,9.277,22.167,63582,16.107,44.334,1167,1176,18387
1982,221,5857,12277,746752,729519,961,8.064,242,2.031,57183,17880,39303,2.451,7.838,23511,4423,19088,0.606,3.223,33672,4.616,6.446,128,131,514
1982,236,110239,111344,975165,1045893,16507,13.900,31328,26.380,246755,77438,169317,7.404,23.593,388729,128797,259932,12.315,37.167,-141974,-13.574,47.186,21685,21691,93577
1982,237,33544,34448,684201,704831,4649,13.243,5966,16.994,147951,36022,111929,5.111,20.991,188196,43452,144744,6.165,26.701,-40245,-5.710,41.982,4265,4271,25025
1982,238,243170,246421,2224831,2294988,31537,12.450,45321,17.891,526450,147717,378733,6.437,22.939,667688,186713,480975,8.136,29.093,-141238,-6.154,45.878,31312,31330,132831
1982,311,21445,27206,1349921,1346822,2610,9.597,2592,9.530,177736,62159,115577,4.615,13.197,170634,58999,111635,4.381,12.669,7102,0.527,25.339,1678,1709,17481
1982,312,2144,2777,223958,227248,177,6.265,273,9.664,19051,4648,14403,2.045,8.383,25547,9490,16057,4.176,11.242,-6496,-2.859,16.767,172,174,2518
1982,313,3497,4540,532706,552529,330,7.222,389,8.513,35064,14648,20416,2.651,6.346,74948,17691,57257,3.202,13.565,-39884,-7.218,12.692,238,244,5171
1982,314,7260,7694,230979,235099,786,10.061,1022,13.082,30757,9307,21450,3.959,13.083,39000,11147,27853,4.741,16.589,-8243,-3.506,26.165,801,804,7277
1982,315,18196,20383,1267287,1283145,2270,11.118,2338,11.451,169961,59002,110959,4.598,13.246,201293,61960,139333,4.829,15.687,-31332,-2.442,26.491,1803,1823,35835
1982,316,2142,2488,211829,217739,234,9.364,256,10.244,22641,5544,17097,2.546,10.398,34646,8155,26491,3.745,15.912,-12005,-5.513,20.797,189,190,3661
1982,321,14095,15867,437643,470107,1386,8.524,2172,13.358,50174,19993,30181,4.253,10.673,115374,30577,84797,6.504,24.542,-65200,-13.869,21.346,1510,1514,13893
1982,322,3782,5842,612742,621812,301,5.128,356,6.065,48970,18193,30777,2.926,7.875,66298,21044,45254,3.384,10.662,-17328,-2.787,15.751,193,199,2961
1982,323,33263,34807,685223,682793,3767,10.962,2880,8.381,90138,28892,61246,4.231,13.201,85310,27750,57560,4.064,12.494,4828,0.707,24.989,2163,2170,14018
1982,324,1489,2384,355865,384835,209,8.791,196,8.244,17073,4703,12370,1.222,4.436,75712,12999,62713,3.378,19.674,-58639,-15.237,8.873,92,100,1469
1982,325,7990,11602,889237,896299,967,8.311,1032,8.870,80436,29309,51127,3.270,8.974,94621,30774,63847,3.433,10.557,-14185,-1.583,17.948,539,542,5112
1982,326,11734,13689,683961,698496,1251,9.182,1123,8.242,77563,29615,47948,4.240,11.104,106871,29956,76915,4.289,15.300,-29308,-4.196,22.209,742,748,9814
1982,327,11852,14924,499133,523572,1139,7.547,1475,9.773,55122,25037,30085,4.782,10.528,104210,24223,79987,4.626,19.904,-49088,-9.376,21.056,960,973,8828
1982,331,4649,5825,686017,719524,417,7.153,427,7.324,50896,23795,27101,3.307,7.074,117209,23422,93787,3.255,16.290,-66313,-9.216,14.147,257,258,5053
1982,332,48619,52770,1704370,1751330,4856,9.256,4246,8.093,189794,66515,123279,3.798,10.837,283769,66514,217255,3.798,16.203,-93975,-5.366,21.674,3112,3122,24982
1982,333,25686,28800,1715906,1758129,2377,8.275,2224,7.743,183543,77571,105972,4.412,10.440,267737,58021,209716,3.300,15.229,-84194,-4.789,20.879,1567,1572,16220
1982,334,11305,13260,1790154,1777117,1744,13.469,1121,8.657,224182,64802,159380,3.646,12.615,197836,55160,142676,3.104,11.132,26346,1.483,22.265,735,736,11300
1982,335,5070,6315,686572,705403,579,9.262,452,7.230,65739,26231,39508,3.719,9.319,104076,18951,85125,2.687,14.754,-38337,-5.435,18.639,290,292,3673
1982,336,8023,9511,1793606,1870446,816,8.538,909,9.511,136354,35607,100747,1.904,7.290,289578,66411,223167,3.551,15.482,-153224,-8.192,14.580,626,628,7982
1982,337,14684,15667,494311,513573,1605,10.079,2120,13.313,54289,20448,33841,3.982,10.571,92560,26217,66343,5.105,18.023,-38271,-7.452,21.142,1593,1602,13920
1982,339,23329,24546,627255,635080,3034,12.419,2801,11.466,90021,33356,56665,5.252,14.175,105404,33890,71514,5.336,16.597,-15383,-2.422,28.349,2061,2069,12830
1982,423,153880,199414,2382481,2400959,22492,11.339,20393,10.281,406109,146358,259751,6.096,16.914,444115,145939,298176,6.078,18.497,-38006,-1.583,33.829,12623,12951,64611
1982,424,96310,123067,1707338,1695708,12994,10.566,12813,10.419,305340,100634,204706,5.935,18.007,282121,101308,180813,5.974,16.637,23219,1.369,33.275,8122,8261,45418
1982,425,27957,30881,288536,288109,3684,12.098,2823,9.271,52826,18939,33887,6.574,18.335,52141,16378,35763,5.685,18.098,685,0.238,36.195,1791,1794,9450
1982,441,89936,111487,1209564,1210759,12794,11.558,11213,10.129,191545,80015,111530,6.609,15.820,194868,68921,125947,5.692,16.095,-3323,-0.274,31.640,7870,8015,49879
1982,442,41290,49232,322234,328391,5539,11.140,6520,13.113,59274,23057,36217,7.021,18.050,71559,24204,47355,7.370,21.791,-12285,-3.741,36.100,4640,4794,15964
1982,443,22927,30168,168949,170963,4643,15.318,4927,16.255,39485,18955,20530,11.087,23.096,43319,20363,22956,11.911,25.338,-3834,-2.243,46.191,3003,3201,11649
1982,444,68469,86436,737399,750426,7197,8.275,8262,9.500,108818,40151,68667,5.350,14.501,135225,39628,95597,5.281,18.020,-26407,-3.519,29.002,5646,5774,22794
1982,445,115104,171581,2171855,2150471,22835,13.427,19805,11.645,382897,183416,199481,8.529,17.805,337450,134271,203179,6.244,15.692,45447,2.113,31.384,13810,14027,64799
1982,446,43263,64238,554975,551219,6159,9.680,4936,7.758,91782,36940,54842,6.702,16.651,83449,26657,56792,4.836,15.139,8333,1.512,30.278,3268,3340,16228
1982,447,99650,130277,757193,767451,15206,11.379,21910,16.396,170355,73530,96825,9.581,22.198,189976,87505,102471,11.402,24.754,-19621,-2.557,44.395,15516,15939,57662
1982,448,87471,157266,1118423,1116202,18156,11.551,17995,11.448,224433,99906,124527,8.951,20.107,217678,75958,141720,6.805,19.502,6755,0.605,39.003,10707,11472,39233
1982,451,39146,52796,317656,315369,8922,17.204,7048,13.591,73610,37212,36398,11.800,23.341,69912,24817,45095,7.869,22.168,3698,1.173,44.337,5021,5144,16256
1982,452,13007,34188,1850224,1873740,2616,7.565,3397,9.824,189284,86687,102597,4.626,10.102,240363,55268,185095,2.950,12.828,-51079,-2.726,20.204,1735,1790,7961
1982,453,74493,86046,439253,438253,13076,15.140,13720,15.886,107428,47549,59879,10.850,24.513,105525,44406,61119,10.133,24.079,1903,0.434,48.157,9734,10160,29225
1982,454,25510,34195,362547,367098,3350,9.686,4130,11.942,62256,22419,39837,6.107,16.959,71752,21953,49799,5.980,19.546,-9496,-2.587,33.918,2780,2813,11463
1982,481,1492,3357,264893,265299,501,15.708,166,5.205,22620,5713,16907,2.153,8.526,23453,1592,21861,0.600,8.840,-833,-0.314,17.052,87,92,623
1982,483,802,1139,54663,53512,117,10.451,78,6.967,9736,2766,6970,5.169,18.194,7606,1662,5944,3.106,14.214,2130,3.980,28.427,32,33,364
1982,484,59318,69331,1012178,1016610,10472,15.762,4689,7.058,160595,62487,98108,6.147,15.797,169396,34049,135347,3.349,16.663,-8801,-0.866,31.594,3406,3457,18353
1982,485,10756,11599,235118,233519,1303,11.542,683,6.050,38188,15344,22844,6.571,16.353,35032,7391,27641,3.165,15.002,3156,1.351,30.004,505,508,3087
1982,486,330,1825,80352,78995,183,10.313,82,4.621,8409,2475,5934,3.133,10.645,5838,2642,3196,3.345,7.390,2571,3.255,14.781,14,14,307
1982,487,882,905,11910,11913,163,18.346,130,14.631,2631,1158,1473,9.720,22.085,2576,751,1825,6.304,21.623,55,0.462,43.247,102,102,444
1982,488,10865,14354,312466,307107,2163,15.647,1102,7.972,61608,24615,36993,8.015,20.061,50737,9346,41391,3.043,16.521,10871,3.540,33.042,737,747,4176
1982,492,1868,2451,101632,103759,548,23.560,298,12.812,8933,3229,5704,3.112,8.609,13173,1203,11970,1.159,12.696,-4240,-4.086,17.219,241,242,915
1982,493,6213,9865,383479,389160,963,9.889,709,7.281,57219,21418,35801,5.504,14.703,68448,11563,56885,2.971,17.589,-11229,-2.885,29.406,299,299,1894
1982,511,19779,22817,725308,708210,3745,16.871,2506,11.290,105024,40471,64553,5.715,14.829,70276,21872,48404,3.088,9.923,34748,4.906,19.846,1815,1826,11139
1982,512,10288,15804,216684,217699,2365,15.029,2230,14.171,50845,19742,31103,9.068,23.356,52755,15749,37006,7.234,24.233,-1910,-0.877,46.711,1356,1393,8593
1982,515,5781,6864,211322,203201,846,12.903,231,3.523,32448,14447,18001,7.110,15.968,16242,2917,13325,1.436,7.993,16206,7.975,15.986,151,156,1286
1982,517,3623,17084,1076656,1074844,863,5.113,452,2.678,95646,12030,83616,1.119,8.899,94946,5570,89376,0.518,8.833,700,0.065,17.667,256,259,1613
1982,518,5666,7455,208909,202804,1252,17.192,907,12.455,47641,18324,29317,9.035,23.491,35937,10759,25178,5.305,17.720,11704,5.771,35.440,544,566,4762
1982,519,1884,2103,24559,23128,366,18.200,182,9.050,5906,3528,2378,15.255,25.537,3115,1105,2010,4.778,13.469,2791,12.068,26.938,127,127,858
1982,521,30,66,24624,22842,15,25.424,(D),(D),4009,4009,0,17.551,17.551,671,(D),670,(D),2.938,3338,14.613,5.875,(D),(D),(D)
1982,522,45208,109855,2214650,2196274,5715,5.201,5778,5.258,213245,55159,158086,2.511,9.709,176719,40306,136413,1.835,8.046,36526,1.663,16.093,1348,1557,8811
1982,523,16557,21687,351889,327531,4187,20.608,1447,7.122,85918,48558,37360,14.825,26.232,37920,11398,26522,3.480,11.578,47998,14.654,23.155,956,1000,4761
1982,524,93593,122552,2089923,1923488,13528,11.413,5492,4.633,532116,349280,182836,18.159,27.664,198625,44282,154343,2.302,10.326,333491,17.338,20.653,2929,2944,8439
1982,525,1742,1943,42397,28633,290,15.917,48,2.634,29862,26674,3188,93.158,104.292,1854,138,1716,0.482,6.475,28008,97.817,12.950,30,30,84
1982,531,145595,149907,841695,828108,19449,13.354,10928,7.503,186296,78869,107427,9.524,22.497,159409,37768,121641,4.561,19.250,26887,3.247,38.500,8550,8590,24003
1982,532,20324,27576,261999,259381,4696,17.395,3535,13.095,61460,25482,35978,9.824,23.695,56091,20658,35433,7.964,21.625,5369,2.070,43.250,2405,2446,10592
1982,533,912,970,11043,10330,197,21.589,82,8.986,2993,1165,1828,11.278,28.974,1550,581,969,5.624,15.005,1443,13.969,30.010,65,65,283
1982,541,278221,296887,2616683,2579693,48843,16.746,38397,13.165,560928,236057,324871,9.151,21.744,487644,180346,307298,6.991,18.903,73284,2.841,37.806,28525,28679,105769
1982,551,22083,42667,2766875,2737171,4852,11.604,3145,7.521,538382,200797,337585,7.336,19.669,475376,119371,356005,4.361,17.367,63006,2.302,34.735,468,481,5595
1982,561,132091,149460,2397371,2356860,27769,19.202,18086,12.506,575540,205204,370336,8.707,24.420,495531,138594,356937,5.880,21.025,80009,3.395,42.050,13604,13667,79153
1982,562,10630,11465,168155,165625,1518,13.599,913,8.179,29308,9522,19786,5.749,17.695,24169,6742,17427,4.071,14.593,5139,3.103,29.185,669,669,4019
1982,611,30350,32771,1444391,1387130,5731,18.256,2973,9.471,220335,104947,115388,7.566,15.884,104415,17098,87317,1.233,7.527,115920,8.357,15.055,2232,2246,10269
1982,621,308559,321405,1830992,1769601,35732,11.364,21771,6.924,377816,155773,222043,8.803,21.350,256983,82966,174017,4.688,14.522,120833,6.828,29.044,16639,16758,58424
1982,622,4150,5444,2875697,2789739,457,8.620,172,3.244,265303,98586,166717,3.534,9.510,92323,28853,63470,1.034,3.309,172980,6.201,6.619,87,90,18264
1982,623,19716,27124,1330908,1309668,3273,12.349,2032,7.667,200192,96334,103858,7.356,15.286,157909,64666,93243,4.938,12.057,42283,3.229,24.114,1312,1351,36925
1982,624,42970,55298,747199,736831,10782,20.454,5611,10.645,185748,97085,88663,13.176,25.209,164814,44973,119841,6.104,22.368,20934,2.841,44.736,3500,3897,29020
1982,711,14928,15239,199608,195186,3699,24.536,3373,22.373,58377,25431,32946,13.029,29.908,49350,17543,31807,8.988,25.284,9027,4.625,50.567,2498,2503,12377
1982,712,181,184,3022,2965,37,15.812,137,58.547,955,556,399,18.755,32.215,869,739,130,24.928,29.314,86,2.901,58.627,98,98,392
1982,713,34107,36734,561062,547452,5697,16.012,3390,9.528,108732,41429,67303,7.568,19.861,81778,21786,59992,3.980,14.938,26954,4.924,29.876,2547,2566,16311
1982,721,36158,40708,1126736,1111904,4736,11.553,5310,12.953,219657,96150,123507,8.647,19.755,190884,74393,116491,6.691,17.167,28773,2.588,34.335,3910,3959,47666
1982,722,251451,315618,4734638,4695117,49524,15.678,50039,15.841,1146227,605163,541064,12.889,24.413,1060895,435766,625129,9.281,22.596,85332,1.817,45.191,37346,37941,285401
1982,811,135988,143908,758504,756909,20921,14.518,21306,14.786,167276,71185,96091,9.405,22.100,164030,67911,96119,8.972,21.671,3246,0.429,43.342,16102,16147,48695
1982,812,143015,166353,1095713,1090108,21092,12.615,22769,13.619,225580,99322,126258,9.111,20.693,213499,85976,127523,7.887,19.585,12081,1.108,39.170,16615,16842,53920
1982,813,167897,174358,1582341,1507435,26508,16.111,6861,4.170,349861,174787,175074,11.595,23.209,198783,24589,174194,1.631,13.187,151078,10.022,26.374,3959,4004,14615
1983,211,7719,9784,170308,176711,1415,14.591,1243,12.817,33849,14471,19378,8.189,19.155,46736,14159,32577,8.013,26.448,-12887,-7.293,38.310,844,849,5174
1983,212,6744,9134,328274,370556,1029,10.879,1678,17.741,38535,17132,21403,4.623,10.399,123956,28706,95250,7.747,33.451,-85421,-23.052,20.798,1099,1104,11492
1983,213,11367,12893,297972,362450,1989,15.038,2656,20.081,53865,24918,28947,6.875,14.861,182364,48578,133786,13.403,50.314,-128499,-35.453,29.723,1862,1871,23936
1983,221,5599,12022,748383,740879,615,5.248,10,0.085,52058,15352,36706,2.072,7.027,36863,51,36812,0.007,4.976,15195,2.051,9.951,8,8,47
1983,236,112069,113133,951667,972175,21122,18.744,20234,17.956,269779,89363,180416,9.192,27.750,311926,90827,221099,9.343,32.085,-42147,-4.335,55.500,13922,13930,63973
1983,237,33635,34511,624422,654218,4852,14.063,4834,14.011,130760,34817,95943,5.322,19.987,189544,36721,152823,5.613,28.973,-58784,-8.985,39.974,3486,3492,21792
1983,238,246397,249627,2217285,2244235,37464,15.101,34378,13.857,557208,166907,390301,7.437,24.828,611170,156972,454198,6.994,27.233,-53962,-2.404,49.657,24399,24422,116313
1983,311,22068,27704,1324271,1345435,2685,9.764,2274,8.270,147263,43956,103307,3.267,10.945,189357,65284,124073,4.852,14.074,-42094,-3.129,21.891,1440,1465,20624
1983,312,2108,2729,216727,220695,167,6.057,223,8.089,18707,4992,13715,2.262,8.476,27004,8688,18316,3.937,12.236,-8297,-3.759,16.953,130,132,1940
1983,313,3626,4656,507463,524703,315,6.705,399,8.493,37058,10207,26851,1.945,7.063,71076,22951,48125,4.374,13.546,-34018,-6.483,14.125,222,223,4262
1983,314,7351,7813,233590,236126,868,11.106,873,11.170,34841,11447,23394,4.848,14.755,39812,14777,25035,6.258,16.861,-4971,-2.105,29.511,677,684,8895
1983,315,15175,17095,1064699,1092479,1979,11.356,2644,15.171,138277,46441,91836,4.251,12.657,194436,76347,118089,6.988,17.798,-56159,-5.141,25.314,2117,2140,44118
1983,316,2180,2536,198715,207143,234,9.200,249,9.790,19235,5773,13462,2.787,9.286,35942,7952,27990,3.839,17.351,-16707,-8.065,18.572,192,194,2906
1983,321,14043,15777,455682,447532,1622,10.223,1799,11.339,82879,23632,59247,5.281,18.519,66316,26319,39997,5.881,14.818,16563,3.701,29.636,1262,1266,11755
1983,322,3763,5745,581410,591474,263,4.545,346,5.979,39792,13524,26268,2.286,6.728,60044,23292,36752,3.938,10.152,-20252,-3.424,13.455,187,196,3123
1983,323,34472,36039,678273,679012,4182,11.831,2801,7.924,84176,27194,56982,4.005,12.397,85225,27085,58140,3.989,12.551,-1049,-0.154,24.794,2204,2209,14350
1983,324,1481,2353,273804,315058,186,7.823,235,9.884,15524,4791,10733,1.521,4.927,98286,20099,78187,6.379,31.196,-82762,-26.269,9.855,105,107,1337
1983,325,8272,11969,913345,929220,963,8.080,863,7.241,78620,34782,43838,3.743,8.461,110267,29206,81061,3.143,11.867,-31647,-3.406,16.922,473,480,4420
1983,326,11711,13665,665574,671731,1245,9.153,1119,8.227,86187,29293,56894,4.361,12.831,98439,31310,67129,4.661,14.655,-12252,-1.824,25.661,737,743,10150
1983,327,11813,14836,478967,491284,1177,7.896,1318,8.842,57356,17757,39599,3.614,11.675,82343,26683,55660,5.431,16.761,-24987,-5.086,23.349,850,855,7783
1983,331,4586,5717,572443,632108,375,6.482,511,8.833,35046,12922,22124,2.044,5.544,154420,29572,124848,4.678,24.429,-119374,-18.885,11.089,295,297,5235
1983,332,48235,52329,1527893,1630360,4127,7.827,4918,9.328,160409,54798,105611,3.361,9.839,366078,79113,286965,4.852,22.454,-205669,-12.615,19.678,3449,3470,35031
1983,333,25992,29011,1386703,1564095,1937,6.600,2614,8.906,107641,40701,66940,2.602,6.882,463365,93399,369966,5.971,29.625,-355724,-22.743,13.764,1701,1707,17447
1983,334,11858,13859,1751598,1779866,1700,12.466,1257,9.217,193625,57614,136011,3.237,10.879,248450,72924,175526,4.097,13.959,-54825,-3.080,21.757,848,851,14099
1983,335,5178,6370,620872,656553,540,8.463,561,8.792,51373,14737,36636,2.245,7.825,120889,31733,89156,4.833,18.413,-69516,-10.588,15.649,325,325,5489
1983,336,8206,9706,1718109,1758801,963,9.961,887,9.175,164408,25481,138927,1.449,9.348,246260,47506,198754,2.701,14.002,-81852,-4.654,18.695,615,618,13783
1983,337,14678,15664,492132,495574,1723,10.974,1796,11.439,66718,21593,45125,4.357,13.463,73216,27533,45683,5.556,14.774,-6498,-1.311,26.926,1344,1358,13405
1983,339,24074,25298,616413,630699,3114,12.439,2588,10.338,74961,26361,48600,4.180,11.885,103681,28264,75417,4.481,16.439,-28720,-4.554,23.771,1952,1955,13060
1983,423,156359,201293,2289779,2333973,22890,11.425,20991,10.478,359398,128783,230615,5.518,15.399,446837,144680,302157,6.199,19.145,-87439,-3.746,30.797,13197,13538,73260
1983,424,97167,123438,1669718,1690869,13019,10.563,12639,10.255,254659,83834,170825,4.958,15.061,296069,100487,195582,5.943,17.510,-41410,-2.449,30.122,8213,8398,49727
1983,425,28169,30985,279577,283739,3416,11.109,2948,9.587,45481,15911,29570,5.608,16.029,53590,17110,36480,6.030,18.887,-8109,-2.858,32.058,1876,1880,8739
1983,441,91144,113522,1232311,1221074,11377,10.116,9273,8.245,184188,64139,120049,5.253,15.084,161808,59347,102461,4.860,13.251,22380,1.833,26.503,6727,6828,44222
1983,442,41245,49387,319894,321202,5930,12.026,5776,11.714,61182,24960,36222,7.771,19.048,63320,24150,39170,7.519,19.713,-2138,-0.666,38.096,4087,4271,15808
1983,443,23848,31065,174165,173421,4520,14.598,4317,13.942,40148,17443,22705,10.058,23.151,38504,17313,21191,9.983,22.203,1644,0.948,44.405,2627,2784,9915
1983,444,69431,87157,746999,747483,7555,8.673,7454,8.557,115631,37605,78026,5.031,15.469,116805,37657,79148,5.038,15.626,-1174,-0.157,30.939,4827,4965,21086
1983,445,117541,172815,2221199,2195585,19846,11.529,18505,10.750,381109,176396,204713,8.034,17.358,331603,135321,196282,6.163,15.103,49506,2.255,30.206,11791,12209,60063
1983,446,42678,61534,551694,548914,6259,10.288,4862,7.992,86064,36598,49466,6.667,15.679,80090,28127,51963,5.124,14.591,5974,1.088,29.181,2855,2993,15005
1983,447,97981,129496,746770,752641,16677,12.842,17402,13.401,165459,79094,86365,10.509,21.984,177376,74163,103213,9.854,23.567,-11917,-1.583,43.968,11450,11718,45048
1983,448,87377,156777,1109764,1121726,16858,10.735,17386,11.071,218036,93593,124443,8.344,19.438,243455,98260,145195,8.760,21.704,-25419,-2.266,38.875,9437,10220,39768
1983,451,39156,53267,326682,320886,7340,13.899,6422,12.161,70667,29239,41428,9.112,22.022,59505,24052,35453,7.495,18.544,11162,3.478,37.088,4521,4697,15349
1983,452,13068,33496,1746780,1800132,2779,8.210,3488,10.304,160960,72106,88854,4.006,8.942,266152,95483,170669,5.304,14.785,-105192,-5.844,17.883,1405,1449,6564
1983,453,80254,94938,477652,468119,15583,16.835,10832,11.702,121161,61590,59571,13.157,25.883,102547,36995,65552,7.903,21.906,18614,3.976,43.812,7668,7894,24966
1983,454,25869,34382,360944,362746,3741,10.905,3586,10.453,63387,21646,41741,5.967,17.474,67154,24317,42837,6.704,18.513,-3767,-1.038,34.948,2267,2303,10299
1983,481,1507,3414,272016,264202,471,14.788,13,0.408,33860,12557,21303,4.753,12.816,17884,39,17845,0.015,6.769,15976,6.047,13.538,13,13,39
1983,483,772,1112,48667,49358,99,9.313,(D),(D),7739,3345,4394,6.777,15.679,9020,(D),9004,(D),18.275,-1281,-2.595,31.359,0,0,0
1983,484,60050,69883,970926,957665,10876,16.823,412,0.637,160228,54959,105269,5.739,16.731,134906,1821,133085,0.190,14.087,25322,2.644,28.174,307,307,1267
1983,485,10791,11648,232360,226124,1493,13.665,49,0.448,36157,11654,24503,5.154,15.990,23208,145,23063,0.064,10.263,12949,5.727,20.527,39,39,113
1983,486,341,1925,80947,79684,201,11.014,(D),(D),8361,4540,3821,5.698,10.493,5944,(D),5943,(D),7.459,2417,3.033,14.919,(D),(D),(D)
1983,487,887,907,12721,12033,161,18.710,68,7.902,3292,1895,1397,15.748,27.358,1952,465,1487,3.864,16.222,1340,11.136,32.444,54,54,297
1983,488,11164,14667,287034,289033,2208,16.108,289,2.108,48371,18221,30150,6.304,16.735,52671,1710,50961,0.592,18.223,-4300,-1.488,33.471,244,246,1323
1983,492,2180,2788,111767,105366,830,34.714,36,1.506,21451,7541,13910,7.157,20.359,8916,146,8770,0.139,8.462,12535,11.897,16.924,35,35,143
1983,493,6154,9678,366265,374730,870,8.946,963,9.903,51710,14610,37100,3.899,13.799,68407,19577,48830,5.224,18.255,-16697,-4.456,27.599,301,318,2803
1983,511,20274,23436,735940,736133,3001,12.932,2540,10.946,80335,22203,58132,3.016,10.913,80462,28188,52274,3.829,10.930,-127,-0.017,21.826,1865,1879,12537
1983,512,10346,15681,205729,211735,2678,17.181,2490,15.975,46310,17915,28395,8.461,21.872,57743,16767,40976,7.919,27.271,-11433,-5.400,43.743,1321,1403,8783
1983,515,6006,7087,217042,208515,823,12.318,12,0.180,31985,13805,18180,6.621,15.339,14663,50,14613,0.024,7.032,17322,8.307,14.064,9,9,46
1983,517,4028,15534,1061699,963208,1964,13.473,50,0.343,501660,45242,456418,4.697,52.082,302014,263,301751,0.027,31.355,199646,20.727,62.710,41,41,229
1983,518,5819,7588,221598,216676,1224,16.323,1045,13.936,49088,17442,31646,8.050,22.655,39310,13856,25454,6.395,18.142,9778,4.513,36.285,634,641,5222
1983,519,2085,2512,29566,29468,289,11.830,151,6.181,3987,1524,2463,5.172,13.530,3737,1045,2692,3.546,12.682,250,0.848,25.364,101,101,415
1983,521,37,75,24518,24478,10,14.286,0,0.000,742,384,358,1.569,3.031,680,0,680,0.000,2.778,62,0.253,5.556,0,0,0
1983,522,44752,110576,2243092,2192734,7861,7.353,512,0.479,277052,83989,193063,3.830,12.635,177130,3914,173216,0.178,8.078,99922,4.557,16.156,390,390,2101
1983,523,19100,24580,382734,347025,5782,26.543,189,0.868,107332,51586,55746,14.865,30.929,36776,1213,35563,0.350,10.598,70556,20.332,21.195,130,130,784
1983,524,100848,130247,1981383,1870088,20329,16.903,368,0.306,391681,170371,221310,9.110,20.945,171037,1736,169301,0.093,9.146,220644,11.799,18.292,299,299,1273
1983,525,1850,2055,36903,35282,314,16.509,8,0.421,6504,3203,3301,9.078,18.434,3148,24,3124,0.068,8.922,3356,9.512,17.845,5,5,8
1983,531,146891,151387,852914,815231,21870,15.449,2220,1.568,190995,87374,103621,10.718,23.428,116648,8390,108258,1.029,14.309,74347,9.120,28.617,1720,1725,6434
1983,532,21820,29217,267154,265787,5192,18.219,3755,13.176,66864,26811,40053,10.087,25.157,65089,24569,40520,9.244,24.489,1775,0.668,48.978,2345,2403,11473
1983,533,901,960,10872,10412,153,17.259,6,0.677,2726,1024,1702,9.835,26.183,1781,21,1760,0.202,17.106,945,9.077,34.212,6,6,21
1983,541,314513,335281,2923647,2888355,57688,17.867,32867,10.180,570728,241221,329507,8.352,19.760,501947,156783,345164,5.428,17.378,68781,2.381,34.757,23447,23699,96989
1983,551,22650,42538,2715940,2730201,4428,10.494,3740,8.864,451618,145615,306003,5.333,16.542,480030,105748,374282,3.873,17.582,-28412,-1.041,33.083,298,314,4041
1983,561,128252,144342,2235893,2217160,27803,19.912,18380,13.163,543497,185192,358305,8.353,24.513,504732,153503,351229,6.923,22.765,38765,1.748,45.530,13722,13835,93566
1983,562,10533,11424,165179,162592,1474,13.509,449,4.115,25937,8459,17478,5.203,15.952,20725,2113,18612,1.300,12.747,5212,3.206,25.493,306,306,1321
1983,611,30880,33083,1470336,1440358,4111,12.769,2337,7.259,153679,30304,123375,2.104,10.670,93890,11888,82002,0.825,6.519,59789,4.151,13.037,1709,1749,7878
1983,621,322936,337528,1938697,1883868,33925,10.297,17808,5.405,358316,135805,222511,7.209,19.020,247852,69699,178153,3.700,13.157,110464,5.864,26.313,13219,13387,49400
1983,622,4129,5525,3286501,3053637,380,7.121,(D),(D),561172,429351,131821,14.060,18.377,93849,(D),93836,(D),3.073,467323,15.304,6.147,0,0,0
1983,623,20332,28367,1367686,1351899,3204,11.546,1971,7.103,191235,84594,106641,6.257,14.146,157933,67185,90748,4.970,11.682,33302,2.463,23.365,1172,1250,37946
1983,624,45657,58788,784773,768901,8314,14.580,4788,8.396,174035,64742,109293,8.420,22.634,140426,32380,108046,4.211,18.263,33609,4.371,36.526,2988,3087,18125
1983,711,16827,17113,202827,197017,4504,27.742,2749,16.932,60249,26456,33793,13.428,30.581,48627,16826,31801,8.540,24.682,11622,5.899,49.363,1972,1980,10498
1983,712,1990,2131,32161,31753,197,9.591,43,2.093,3412,721,2691,2.271,10.745,2620,287,2333,0.904,8.251,792,2.494,16.502,22,22,216
1983,713,34553,37183,544761,542352,5662,15.616,3811,10.511,98992,41618,57374,7.674,18.252,93532,28142,65390,5.189,17.246,5460,1.007,34.491,2842,2888,19832
1983,721,36899,41561,1105274,1115515,5075,12.328,4286,10.411,183905,88343,95562,7.919,16.486,204986,72359,132627,6.487,18.376,-21081,-1.890,32.972,2974,3011,38524
